lambda,turn,seedPopulation,error
1.6,23,62.621,3.8839656985696394
1.6,24,62.621,3.8839656985696394
1.6,25,62.621,3.8839656985696394
1.6,26,62.621,3.8839656985696394
1.6,27,62.621,3.8839656985696394
1.6,28,62.621,3.8839656985696394
1.6,29,62.621,3.8839656985696394
1.6,30,62.621,3.8839656985696394
1.6,31,62.621,3.8839656985696394
1.6,32,62.621,3.8839656985696394
1.6,33,62.621,3.8839656985696394
1.6,34,62.621,3.8839656985696394
1.6,35,62.621,3.8839656985696394
1.6,36,62.621,3.8839656985696394
1.6,37,62.621,3.8839656985696394
1.6,38,62.621,3.8839656985696394
1.6,39,62.621,3.8839656985696394
1.6,40,62.621,3.8839656985696394
1.6,41,62.621,3.8839656985696394
1.6,42,62.621,3.8839656985696394
1.6,43,62.621,3.8839656985696394
1.6,44,62.621,3.8839656985696394
1.6,45,62.621,3.8839656985696394
1.6,46,62.621,3.8839656985696394
1.6,47,62.621,3.8839656985696394
1.6,48,62.621,3.8839656985696394
1.6,49,62.621,3.8839656985696394
1.65,0,1.0,0.0
1.65,1,1.68,0.10993692577300962
1.65,2,2.788,0.22480742639910334
1.65,3,4.531,0.4029097590008881
1.65,4,7.247,0.6752898516001249
1.65,5,11.936,1.1308034512585916
1.65,6,19.516,1.8682022107063432
1.65,7,30.05,2.653956195203115
1.65,8,41.264,3.26662515013048
1.65,9,50.368,3.593678456727119
1.65,10,56.296,3.7393628892849193
1.65,11,59.768,3.797819161227956
1.65,12,61.913,3.83236263168876
1.65,13,62.894,3.8393932625682723
1.65,14,63.461,3.8475169110113043
1.65,15,63.68,3.849429830364244
1.65,16,63.776,3.848371584461262
1.65,17,63.896,3.8503980161225755
1.65,18,63.934,3.8499003836953634
1.65,19,63.989,3.848887958887893
1.65,20,64.039,3.8474936307042427
1.65,21,64.103,3.8485789571294333
1.65,22,64.116,3.84921518729341
1.65,23,64.116,3.84921518729341
1.65,24,64.116,3.84921518729341
1.65,25,64.116,3.84921518729341
1.65,26,64.116,3.84921518729341
1.65,27,64.116,3.84921518729341
1.65,28,64.116,3.84921518729341
1.65,29,64.116,3.84921518729341
1.65,30,64.116,3.84921518729341
1.65,31,64.116,3.84921518729341
1.65,32,64.116,3.84921518729341
1.65,33,64.116,3.84921518729341
1.65,34,64.116,3.84921518729341
1.65,35,64.116,3.84921518729341
1.65,36,64.116,3.84921518729341
1.65,37,64.116,3.84921518729341
1.65,38,64.116,3.84921518729341
1.65,39,64.116,3.84921518729341
1.65,40,64.116,3.84921518729341
1.65,41,64.116,3.84921518729341
1.65,42,64.116,3.84921518729341
1.65,43,64.116,3.84921518729341
1.65,44,64.116,3.84921518729341
1.65,45,64.116,3.84921518729341
1.65,46,64.116,3.84921518729341
1.65,47,64.116,3.84921518729341
1.65,48,64.116,3.84921518729341
1.65,49,64.116,3.84921518729341
1.7,0,1.0,0.0
1.7,1,1.688,0.10628709473453668
1.7,2,2.902,0.22825388393250323
1.7,3,4.852,0.42774355123114916
1.7,4,8.29,0.7724134311800706
1.7,5,13.941,1.3268184478506821
1.7,6,23.17,2.1611639204100044
1.7,7,34.939,2.9222318331343757
1.7,8,46.02,3.3920665682432443
1.7,9,54.589,3.63533578087749
1.7,10,59.779,3.7337959937871688
1.7,11,62.64,3.7703669205320907
1.7,12,64.151,3.7752697341085053
1.7,13,65.158,3.7765057637060764
1.7,14,65.776,3.7814821969088186
1.7,15,66.113,3.7828789382334307
1.7,16,66.258,3.7833166976725323
1.7,17,66.332,3.7845636886858287
1.7,18,66.368,3.7854881855124134
1.7,19,66.368,3.7854881855124134
1.7,20,66.368,3.7854881855124134
1.7,21,66.368,3.7854881855124134
1.7,22,66.368,3.7854881855124134
1.7,23,66.368,3.7854881855124134
1.7,24,66.368,3.7854881855124134
1.7,25,66.368,3.7854881855124134
1.7,26,66.368,3.7854881855124134
1.7,27,66.368,3.7854881855124134
1.7,28,66.368,3.7854881855124134
1.7,29,66.368,3.7854881855124134
1.7,30,66.368,3.7854881855124134
1.7,31,66.368,3.7854881855124134
1.7,32,66.368,3.7854881855124134
1.7,33,66.368,3.7854881855124134
1.7,34,66.368,3.7854881855124134
1.7,35,66.368,3.7854881855124134
1.7,36,66.368,3.7854881855124134
1.7,37,66.368,3.7854881855124134
1.7,38,66.368,3.7854881855124134
1.7,39,66.368,3.7854881855124134
1.7,40,66.368,3.7854881855124134
1.7,41,66.368,3.7854881855124134
1.7,42,66.368,3.7854881855124134
1.7,43,66.368,3.7854881855124134
1.7,44,66.368,3.7854881855124134
1.7,45,66.368,3.7854881855124134
1.7,46,66.368,3.7854881855124134
1.7,47,66.368,3.7854881855124134
1.7,48,66.368,3.7854881855124134
1.7,49,66.368,3.7854881855124134
1.75,0,1.0,0.0
1.75,1,1.77,0.10586313734622133
1.75,2,3.094,0.2258396295938616
1.75,3,5.441,0.4455106513140672
1.75,4,9.507,0.8177677990115519
1.75,5,16.741,1.468127617950131
1.75,6,28.339,2.341880879669368
1.75,7,42.611,3.102363373043005
1.75,8,54.71,3.4726859329842767
1.75,9,62.494,3.565405535710788
1.75,10,67.289,3.6017310780757015
1.75,11,69.589,3.59709197411253
1.75,12,70.794,3.6023095421976166
1.75,13,71.246,3.5988525080877167
1.75,14,71.484,3.595165473720428
1.75,15,71.642,3.5957523813633543
1.75,16,71.701,3.5947629972577317
1.75,17,71.76,3.5933034821154166
1.75,18,71.793,3.593277401675067
1.75,19,71.819,3.593958767564132
1.75,20,71.819,3.593958767564132
1.75,21,71.819,3.593958767564132
1.75,22,71.819,3.593958767564132
1.75,23,71.819,3.593958767564132
1.75,24,71.819,3.593958767564132
1.75,25,71.819,3.593958767564132
1.75,26,71.819,3.593958767564132
1.75,27,71.819,3.593958767564132
1.75,28,71.819,3.593958767564132
1.75,29,71.819,3.593958767564132
1.75,30,71.819,3.593958767564132
1.75,31,71.819,3.593958767564132
1.75,32,71.819,3.593958767564132
1.75,33,71.819,3.593958767564132
1.75,34,71.819,3.593958767564132
1.75,35,71.819,3.593958767564132
1.75,36,71.819,3.593958767564132
1.75,37,71.819,3.593958767564132
1.75,38,71.819,3.593958767564132
1.75,39,71.819,3.593958767564132
1.75,40,71.819,3.593958767564132
1.75,41,71.819,3.593958767564132
1.75,42,71.819,3.593958767564132
1.75,43,71.819,3.593958767564132
1.75,44,71.819,3.593958767564132
1.75,45,71.819,3.593958767564132
1.75,46,71.819,3.593958767564132
1.75,47,71.819,3.593958767564132
1.75,48,71.819,3.593958767564132
1.75,49,71.819,3.593958767564132
1.8,0,1.0,0.0
1.8,1,1.84,0.11080258422315636
1.8,2,3.365,0.25945359520003963
1.8,3,6.066,0.4955753934167948
1.8,4,11.045,0.9572073339907128
1.8,5,19.905,1.7192458987890369
1.8,6,33.53,2.653338122663122
1.8,7,48.087,3.264562028680139
1.8,8,59.363,3.4959813787311376
1.8,9,66.159,3.5434309648916553
1.8,10,69.933,3.5463571371995073
1.8,11,71.81,3.5355806185037153
1.8,12,72.711,3.5356534104154633
1.8,13,73.005,3.5352794805711625
1.8,14,73.128,3.534219549710656
1.8,15,73.207,3.532353493180409
1.8,16,73.26,3.5309653744686926
1.8,17,73.277,3.53026993249955
1.8,18,73.316,3.5307246060311
1.8,19,73.316,3.5307246060311
1.8,20,73.316,3.5307246060311
1.8,21,73.316,3.5307246060311
1.8,22,73.316,3.5307246060311
1.8,23,73.316,3.5307246060311
1.8,24,73.316,3.5307246060311
1.8,25,73.316,3.5307246060311
1.8,26,73.316,3.5307246060311
1.8,27,73.316,3.5307246060311
1.8,28,73.316,3.5307246060311
1.8,29,73.316,3.5307246060311
1.8,30,73.316,3.5307246060311
1.8,31,73.316,3.5307246060311
1.8,32,73.316,3.5307246060311
1.8,33,73.316,3.5307246060311
1.8,34,73.316,3.5307246060311
1.8,35,73.316,3.5307246060311
1.8,36,73.316,3.5307246060311
1.8,37,73.316,3.5307246060311
1.8,38,73.316,3.5307246060311
1.8,39,73.316,3.5307246060311
1.8,40,73.316,3.5307246060311
1.8,41,73.316,3.5307246060311
1.8,42,73.316,3.5307246060311
1.8,43,73.316,3.5307246060311
1.8,44,73.316,3.5307246060311
1.8,45,73.316,3.5307246060311
1.8,46,73.316,3.5307246060311
1.8,47,73.316,3.5307246060311
1.8,48,73.316,3.5307246060311
1.8,49,73.316,3.5307246060311
1.85,0,1.0,0.0
1.85,1,1.785,0.1079630514401062
1.85,2,3.396,0.2570050903856589
1.85,3,6.304,0.5152790817243416
1.85,4,11.738,0.9838432407941688
1.85,5,21.563,1.813983838290369
1.85,6,36.573,2.7694809155427222
1.85,7,51.751,3.348260062671663
1.85,8,62.036,3.5308134529391424
1.85,9,67.536,3.525154582668833
1.85,10,70.748,3.511092974208765
1.85,11,72.552,3.492529419727461
1.85,12,73.571,3.4810491018245813
1.85,13,74.13,3.4764985341941497
1.85,14,74.337,3.478225613334004
1.85,15,74.369,3.478919328486853
1.85,16,74.369,3.478919328486853
1.85,17,74.369,3.478919328486853
1.85,18,74.369,3.478919328486853
1.85,19,74.369,3.478919328486853
1.85,20,74.369,3.478919328486853
1.85,21,74.369,3.478919328486853
1.85,22,74.369,3.478919328486853
1.85,23,74.369,3.478919328486853
1.85,24,74.369,3.478919328486853
1.85,25,74.369,3.478919328486853
1.85,26,74.369,3.478919328486853
1.85,27,74.369,3.478919328486853
1.85,28,74.369,3.478919328486853
1.85,29,74.369,3.478919328486853
1.85,30,74.369,3.478919328486853
1.85,31,74.369,3.478919328486853
1.85,32,74.369,3.478919328486853
1.85,33,74.369,3.478919328486853
1.85,34,74.369,3.478919328486853
1.85,35,74.369,3.478919328486853
1.85,36,74.369,3.478919328486853
1.85,37,74.369,3.478919328486853
1.85,38,74.369,3.478919328486853
1.85,39,74.369,3.478919328486853
1.85,40,74.369,3.478919328486853
1.85,41,74.369,3.478919328486853
1.85,42,74.369,3.478919328486853
1.85,43,74.369,3.478919328486853
1.85,44,74.369,3.478919328486853
1.85,45,74.369,3.478919328486853
1.85,46,74.369,3.478919328486853
1.85,47,74.369,3.478919328486853
1.85,48,74.369,3.478919328486853
1.85,49,74.369,3.478919328486853
1.9,0,1.0,0.0
1.9,1,1.9,0.11368719619547885
1.9,2,3.527,0.26262434811836144
1.9,3,6.794,0.5522590281207043
1.9,4,13.102,1.100435749028792
1.9,5,24.813,2.030763355688137
1.9,6,41.561,2.9536466181520282
1.9,7,56.75,3.3839569628253585
1.9,8,66.368,3.479750505277316
1.9,9,71.252,3.487802708560835
1.9,10,73.295,3.4810119497790595
1.9,11,73.984,3.4796028918063655
1.9,12,74.246,3.4739806776694735
1.9,13,74.447,3.4686190385893383
1.9,14,74.585,3.4702671131323086
1.9,15,74.588,3.4703985374459876
1.9,16,74.588,3.4703985374459876
1.9,17,74.588,3.4703985374459876
1.9,18,74.588,3.4703985374459876
1.9,19,74.588,3.4703985374459876
1.9,20,74.588,3.4703985374459876
1.9,21,74.588,3.4703985374459876
1.9,22,74.588,3.4703985374459876
1.9,23,74.588,3.4703985374459876
1.9,24,74.588,3.4703985374459876
1.9,25,74.588,3.4703985374459876
1.9,26,74.588,3.4703985374459876
1.9,27,74.588,3.4703985374459876
1.9,28,74.588,3.4703985374459876
1.9,29,74.588,3.4703985374459876
1.9,30,74.588,3.4703985374459876
1.9,31,74.588,3.4703985374459876
1.9,32,74.588,3.4703985374459876
1.9,33,74.588,3.4703985374459876
1.9,34,74.588,3.4703985374459876
1.9,35,74.588,3.4703985374459876
1.9,36,74.588,3.4703985374459876
1.9,37,74.588,3.4703985374459876
1.9,38,74.588,3.4703985374459876
1.9,39,74.588,3.4703985374459876
1.9,40,74.588,3.4703985374459876
1.9,41,74.588,3.4703985374459876
1.9,42,74.588,3.4703985374459876
1.9,43,74.588,3.4703985374459876
1.9,44,74.588,3.4703985374459876
1.9,45,74.588,3.4703985374459876
1.9,46,74.588,3.4703985374459876
1.9,47,74.588,3.4703985374459876
1.9,48,74.588,3.4703985374459876
1.9,49,74.588,3.4703985374459876
1.95,0,1.0,0.0
1.95,1,1.926,0.10954163473522427
1.95,2,3.729,0.26351072432993483
1.95,3,7.178,0.5490101815253681
1.95,4,14.035,1.1251857344317564
1.95,5,26.808,2.1328070956643685
1.95,6,44.52,3.0331082944925214
1.95,7,59.628,3.3677464633745444
1.95,8,69.155,3.426415518672428
1.95,9,73.384,3.3833422732589185
1.95,10,75.633,3.358140888903293
1.95,11,76.508,3.3433489776597725
1.95,12,76.898,3.3376303563943566
1.95,13,77.075,3.3365664372600037
1.95,14,77.138,3.3371168009144014
1.95,15,77.138,3.3371168009144014
1.95,16,77.138,3.3371168009144014
1.95,17,77.138,3.3371168009144014
1.95,18,77.138,3.3371168009144014
1.95,19,77.138,3.3371168009144014
1.95,20,77.138,3.3371168009144014
1.95,21,77.138,3.3371168009144014
1.95,22,77.138,3.3371168009144014
1.95,23,77.138,3.3371168009144014
1.95,24,77.138,3.3371168009144014
1.95,25,77.138,3.3371168009144014
1.95,26,77.138,3.3371168009144014
1.95,27,77.138,3.3371168009144014
1.95,28,77.138,3.3371168009144014
1.95,29,77.138,3.3371168009144014
1.95,30,77.138,3.3371168009144014
1.95,31,77.138,3.3371168009144014
1.95,32,77.138,3.3371168009144014
1.95,33,77.138,3.3371168009144014
1.95,34,77.138,3.3371168009144014
1.95,35,77.138,3.3371168009144014
1.95,36,77.138,3.3371168009144014
1.95,37,77.138,3.3371168009144014
1.95,38,77.138,3.3371168009144014
1.95,39,77.138,3.3371168009144014
1.95,40,77.138,3.3371168009144014
1.95,41,77.138,3.3371168009144014
1.95,42,77.138,3.3371168009144014
1.95,43,77.138,3.3371168009144014
1.95,44,77.138,3.3371168009144014
1.95,45,77.138,3.3371168009144014
1.95,46,77.138,3.3371168009144014
1.95,47,77.138,3.3371168009144014
1.95,48,77.138,3.3371168009144014
1.95,49,77.138,3.3371168009144014
2.0,0,1.0,0.0
2.0,1,2.041,0.11419145481612203
2.0,2,4.103,0.2806636540271912
2.0,3,8.386,0.6071694873609248
2.0,4,16.54,1.2407435807292266
2.0,5,32.323,2.321276245913822
2.0,6,52.427,3.1235864660881276
2.0,7,66.966,3.285299217366962
2.0,8,74.79,3.2319256790781026
2.0,9,78.204,3.1819931406970596
2.0,10,79.625,3.1515714953710585
2.0,11,80.242,3.137970613834213
2.0,12,80.475,3.1347380950480783
2.0,13,80.538,3.1334987891400488
2.0,14,80.553,3.1326439118176097
2.0,15,80.572,3.130628661599218
2.0,16,80.613,3.1288822701901324
2.0,17,80.631,3.129240204088177
2.0,18,80.631,3.129240204088177
2.0,19,80.631,3.129240204088177
2.0,20,80.631,3.129240204088177
2.0,21,80.631,3.129240204088177
2.0,22,80.631,3.129240204088177
2.0,23,80.631,3.129240204088177
2.0,24,80.631,3.129240204088177
2.0,25,80.631,3.129240204088177
2.0,26,80.631,3.129240204088177
2.0,27,80.631,3.129240204088177
2.0,28,80.631,3.129240204088177
2.0,29,80.631,3.129240204088177
2.0,30,80.631,3.129240204088177
2.0,31,80.631,3.129240204088177
2.0,32,80.631,3.129240204088177
2.0,33,80.631,3.129240204088177
2.0,34,80.631,3.129240204088177
2.0,35,80.631,3.129240204088177
2.0,36,80.631,3.129240204088177
2.0,37,80.631,3.129240204088177
2.0,38,80.631,3.129240204088177
2.0,39,80.631,3.129240204088177
2.0,40,80.631,3.129240204088177
2.0,41,80.631,3.129240204088177
2.0,42,80.631,3.129240204088177
2.0,43,80.631,3.129240204088177
2.0,44,80.631,3.129240204088177
2.0,45,80.631,3.129240204088177
2.0,46,80.631,3.129240204088177
2.0,47,80.631,3.129240204088177
2.0,48,80.631,3.129240204088177
2.0,49,80.631,3.129240204088177
2.05,0,1.0,0.0
2.05,1,2.013,0.1152185176137841
2.05,2,4.058,0.29072243239565543
2.05,3,8.316,0.6351294348193903
2.05,4,16.868,1.3408931544352
2.05,5,33.258,2.4801711041992007
2.05,6,52.976,3.254412697208288
2.05,7,65.894,3.4235540629697354
2.05,8,72.25,3.398811890357763
2.05,9,74.968,3.3708473592749897
2.05,10,76.149,3.348061699100313
2.05,11,76.778,3.327832613709546
2.05,12,77.249,3.323477670149842
2.05,13,77.369,3.3228306230386835
2.05,14,77.391,3.32114421048162
2.05,15,77.43,3.3205278209269267
2.05,16,77.44,3.3208587971778627
2.05,17,77.44,3.3208587971778627
2.05,18,77.44,3.3208587971778627
2.05,19,77.44,3.3208587971778627
2.05,20,77.44,3.3208587971778627
2.05,21,77.44,3.3208587971778627
2.05,22,77.44,3.3208587971778627
2.05,23,77.44,3.3208587971778627
2.05,24,77.44,3.3208587971778627
2.05,25,77.44,3.3208587971778627
2.05,26,77.44,3.3208587971778627
2.05,27,77.44,3.3208587971778627
2.05,28,77.44,3.3208587971778627
2.05,29,77.44,3.3208587971778627
2.05,30,77.44,3.3208587971778627
2.05,31,77.44,3.3208587971778627
2.05,32,77.44,3.3208587971778627
2.05,33,77.44,3.3208587971778627
2.05,34,77.44,3.3208587971778627
2.05,35,77.44,3.3208587971778627
2.05,36,77.44,3.3208587971778627
2.05,37,77.44,3.3208587971778627
2.05,38,77.44,3.3208587971778627
2.05,39,77.44,3.3208587971778627
2.05,40,77.44,3.3208587971778627
2.05,41,77.44,3.3208587971778627
2.05,42,77.44,3.3208587971778627
2.05,43,77.44,3.3208587971778627
2.05,44,77.44,3.3208587971778627
2.05,45,77.44,3.3208587971778627
2.05,46,77.44,3.3208587971778627
2.05,47,77.44,3.3208587971778627
2.05,48,77.44,3.3208587971778627
2.05,49,77.44,3.3208587971778627
2.1,0,1.0,0.0
2.1,1,2.009,0.11499048438549431
2.1,2,4.317,0.29951158988922266
2.1,3,8.936,0.6841816922756525
2.1,4,18.62,1.4520221895507888
2.1,5,36.716,2.605847417721037
2.1,6,56.893,3.208095403993454
2.1,7,70.508,3.2720332254893805
2.1,8,76.753,3.2108701473207475
2.1,9,79.083,3.1819532381927758
2.1,10,79.747,3.170994425069736
2.1,11,79.979,3.162890326496097
2.1,12,80.093,3.160718209745994
2.1,13,80.142,3.1568990640194556
2.1,14,80.196,3.1552338030955696
2.1,15,80.236,3.1551315201518264
2.1,16,80.236,3.1551315201518264
2.1,17,80.236,3.1551315201518264
2.1,18,80.236,3.1551315201518264
2.1,19,80.236,3.1551315201518264
2.1,20,80.236,3.1551315201518264
2.1,21,80.236,3.1551315201518264
2.1,22,80.236,3.1551315201518264
2.1,23,80.236,3.1551315201518264
2.1,24,80.236,3.1551315201518264
2.1,25,80.236,3.1551315201518264
2.1,26,80.236,3.1551315201518264
2.1,27,80.236,3.1551315201518264
2.1,28,80.236,3.1551315201518264
2.1,29,80.236,3.1551315201518264
2.1,30,80.236,3.1551315201518264
2.1,31,80.236,3.1551315201518264
2.1,32,80.236,3.1551315201518264
2.1,33,80.236,3.1551315201518264
2.1,34,80.236,3.1551315201518264
2.1,35,80.236,3.1551315201518264
2.1,36,80.236,3.1551315201518264
2.1,37,80.236,3.1551315201518264
2.1,38,80.236,3.1551315201518264
2.1,39,80.236,3.1551315201518264
2.1,40,80.236,3.1551315201518264
2.1,41,80.236,3.1551315201518264
2.1,42,80.236,3.1551315201518264
2.1,43,80.236,3.1551315201518264
2.1,44,80.236,3.1551315201518264
2.1,45,80.236,3.1551315201518264
2.1,46,80.236,3.1551315201518264
2.1,47,80.236,3.1551315201518264
2.1,48,80.236,3.1551315201518264
2.1,49,80.236,3.1551315201518264
2.15,0,1.0,0.0
2.15,1,2.121,0.11322986426315618
2.15,2,4.546,0.29201185158879905
2.15,3,9.819,0.6867966619750625
2.15,4,20.88,1.4963719394458046
2.15,5,41.412,2.6341683531709847
2.15,6,63.807,3.1559824946606696
2.15,7,75.798,3.095087161364475
2.15,8,80.727,2.9945657724840373
2.15,9,82.61,2.9475725807613884
2.15,10,83.201,2.9204868042288865
2.15,11,83.569,2.9100228368289294
2.15,12,83.654,2.907991825743295
2.15,13,83.678,2.908174385136263
2.15,14,83.678,2.908174385136263
2.15,15,83.678,2.908174385136263
2.15,16,83.678,2.908174385136263
2.15,17,83.678,2.908174385136263
2.15,18,83.678,2.908174385136263
2.15,19,83.678,2.908174385136263
2.15,20,83.678,2.908174385136263
2.15,21,83.678,2.908174385136263
2.15,22,83.678,2.908174385136263
2.15,23,83.678,2.908174385136263
2.15,24,83.678,2.908174385136263
2.15,25,83.678,2.908174385136263
2.15,26,83.678,2.908174385136263
2.15,27,83.678,2.908174385136263
2.15,28,83.678,2.908174385136263
2.15,29,83.678,2.908174385136263
2.15,30,83.678,2.908174385136263
2.15,31,83.678,2.908174385136263
2.15,32,83.678,2.908174385136263
2.15,33,83.678,2.908174385136263
2.15,34,83.678,2.908174385136263
2.15,35,83.678,2.908174385136263
2.15,36,83.678,2.908174385136263
2.15,37,83.678,2.908174385136263
2.15,38,83.678,2.908174385136263
2.15,39,83.678,2.908174385136263
2.15,40,83.678,2.908174385136263
2.15,41,83.678,2.908174385136263
2.15,42,83.678,2.908174385136263
2.15,43,83.678,2.908174385136263
2.15,44,83.678,2.908174385136263
2.15,45,83.678,2.908174385136263
2.15,46,83.678,2.908174385136263
2.15,47,83.678,2.908174385136263
2.15,48,83.678,2.908174385136263
2.15,49,83.678,2.908174385136263
2.2,0,1.0,0.0
2.2,1,2.206,0.12107943125625775
2.2,2,4.91,0.32211154831379396
2.2,3,10.79,0.7598648421381338
2.2,4,23.513,1.6920117265758883
2.2,5,46.179,2.8411887146928976
2.2,6,66.633,3.1919507019972926
2.2,7,76.719,3.122141053587569
2.2,8,80.627,3.0261268353207242
2.2,9,82.124,2.994162667342792
2.2,10,82.553,2.9806754916259735
2.2,11,82.769,2.9726539275669523
2.2,12,82.848,2.9698283039513313
2.2,13,82.896,2.9689840154454004
2.2,14,82.896,2.9689840154454004
2.2,15,82.896,2.9689840154454004
2.2,16,82.896,2.9689840154454004
2.2,17,82.896,2.9689840154454004
2.2,18,82.896,2.9689840154454004
2.2,19,82.896,2.9689840154454004
2.2,20,82.896,2.9689840154454004
2.2,21,82.896,2.9689840154454004
2.2,22,82.896,2.9689840154454004
2.2,23,82.896,2.9689840154454004
2.2,24,82.896,2.9689840154454004
2.2,25,82.896,2.9689840154454004
2.2,26,82.896,2.9689840154454004
2.2,27,82.896,2.9689840154454004
2.2,28,82.896,2.9689840154454004
2.2,29,82.896,2.9689840154454004
2.2,30,82.896,2.9689840154454004
2.2,31,82.896,2.9689840154454004
2.2,32,82.896,2.9689840154454004
2.2,33,82.896,2.9689840154454004
2.2,34,82.896,2.9689840154454004
2.2,35,82.896,2.9689840154454004
2.2,36,82.896,2.9689840154454004
2.2,37,82.896,2.9689840154454004
2.2,38,82.896,2.9689840154454004
2.2,39,82.896,2.9689840154454004
2.2,40,82.896,2.9689840154454004
2.2,41,82.896,2.9689840154454004
2.2,42,82.896,2.9689840154454004
2.2,43,82.896,2.9689840154454004
2.2,44,82.896,2.9689840154454004
2.2,45,82.896,2.9689840154454004
2.2,46,82.896,2.9689840154454004
2.2,47,82.896,2.9689840154454004
2.2,48,82.896,2.9689840154454004
2.2,49,82.896,2.9689840154454004
2.25,0,1.0,0.0
2.25,1,2.19,0.11724692860649188
2.25,2,4.948,0.3242404980451621
2.25,3,11.208,0.7825042817810921
2.25,4,25.143,1.7844094469164062
2.25,5,48.699,2.821449650235742
2.25,6,70.097,3.075729584801394
2.25,7,79.929,2.9764863515506477
2.25,8,82.857,2.9057278942204476
2.25,9,83.741,2.8784865602456904
2.25,10,84.046,2.8719629071266723
2.25,11,84.091,2.869107006657728
2.25,12,84.13,2.865147976523957
2.25,13,84.184,2.8626424747018007
2.25,14,84.23,2.8600604418964366
2.25,15,84.246,2.8603114195428105
2.25,16,84.246,2.8603114195428105
2.25,17,84.246,2.8603114195428105
2.25,18,84.246,2.8603114195428105
2.25,19,84.246,2.8603114195428105
2.25,20,84.246,2.8603114195428105
2.25,21,84.246,2.8603114195428105
2.25,22,84.246,2.8603114195428105
2.25,23,84.246,2.8603114195428105
2.25,24,84.246,2.8603114195428105
2.25,25,84.246,2.8603114195428105
2.25,26,84.246,2.8603114195428105
2.25,27,84.246,2.8603114195428105
2.25,28,84.246,2.8603114195428105
2.25,29,84.246,2.8603114195428105
2.25,30,84.246,2.8603114195428105
2.25,31,84.246,2.8603114195428105
2.25,32,84.246,2.8603114195428105
2.25,33,84.246,2.8603114195428105
2.25,34,84.246,2.8603114195428105
2.25,35,84.246,2.8603114195428105
2.25,36,84.246,2.8603114195428105
2.25,37,84.246,2.8603114195428105
2.25,38,84.246,2.8603114195428105
2.25,39,84.246,2.8603114195428105
2.25,40,84.246,2.8603114195428105
2.25,41,84.246,2.8603114195428105
2.25,42,84.246,2.8603114195428105
2.25,43,84.246,2.8603114195428105
2.25,44,84.246,2.8603114195428105
2.25,45,84.246,2.8603114195428105
2.25,46,84.246,2.8603114195428105
2.25,47,84.246,2.8603114195428105
2.25,48,84.246,2.8603114195428105
2.25,49,84.246,2.8603114195428105
2.3,0,1.0,0.0
2.3,1,2.307,0.12067288821432909
2.3,2,5.341,0.33247879310366457
2.3,3,12.307,0.8100266523241917
2.3,4,28.249,1.8807875854855496
2.3,5,54.338,2.9430783078255303
2.3,6,73.738,2.989040266198657
2.3,7,82.385,2.8013807849248877
2.3,8,85.371,2.7115242073233503
2.3,9,86.11,2.689607274533614
2.3,10,86.258,2.6837291414767037
2.3,11,86.326,2.6822061484996027
2.3,12,86.326,2.6822061484996027
2.3,13,86.326,2.6822061484996027
2.3,14,86.326,2.6822061484996027
2.3,15,86.326,2.6822061484996027
2.3,16,86.326,2.6822061484996027
2.3,17,86.326,2.6822061484996027
2.3,18,86.326,2.6822061484996027
2.3,19,86.326,2.6822061484996027
2.3,20,86.326,2.6822061484996027
2.3,21,86.326,2.6822061484996027
2.3,22,86.326,2.6822061484996027
2.3,23,86.326,2.6822061484996027
2.3,24,86.326,2.6822061484996027
2.3,25,86.326,2.6822061484996027
2.3,26,86.326,2.6822061484996027
2.3,27,86.326,2.6822061484996027
2.3,28,86.326,2.6822061484996027
2.3,29,86.326,2.6822061484996027
2.3,30,86.326,2.6822061484996027
2.3,31,86.326,2.6822061484996027
2.3,32,86.326,2.6822061484996027
2.3,33,86.326,2.6822061484996027
2.3,34,86.326,2.6822061484996027
2.3,35,86.326,2.6822061484996027
2.3,36,86.326,2.6822061484996027
2.3,37,86.326,2.6822061484996027
